07faba79361a06b1fcbc3ce19a714e.m,0.166352
07b45c92751c428e5e3a2335ec0766.m,0.0126674
1d529fe229e1c82681f143378b91b2.m,0.0118066
0edcd34559351883861121cd66a717.m,0.0437459
d2df1d480ef1b516d0181e57758dd7.m,0.00942884
38d86ea4b70108d0390c92f9b24146.m,0.00621492
ed4bb93c9744567ab2dba9abd3c5e7.m,0.00628384
07f8a8794a912a3a7b56d62ea5f7ee.m,0.0061694
8f44adeb2e9c1dfc4fe622420836b9.m,0.00662858
dccdffcb69f2459f512cb4d13b024f.m,0.00685382
7f5ab45153cba16638322dbb3419f0.m,0.0202652
d21aaf3b71dc3151a7dee26b9f6ad3.m,0.00660205
4ff690a9ef41998be8ac1632cf76af.m,0.0241682
361d0f1a6fe170fd07c47eb8220047.m,0.0275197
3ec6a25b190ee2070c585ab93a4ebf.m,0.0102058
126b34123e095d1fc3910958e304a3.m,0.00784188
4c3ab7d864db8265c05978bf6ff6c4.m,0.00702467
b1d15de169525736a47e95927cbd7c.m,0.00611736
f016abaf0203caab61a3a6e423087f.m,0.0182753
c99215f1eac5501d99ddee4285926a.m,0.0328097
8db34d23e8eeeaf28cb2f1c5d98fce.m,0.00801625
117a68eaa3248518ae3d7a36b40fa2.m,0.0853339
f9f5850344859bfde52ab26bee6549.m,0.0153637
14a92ebcb47f5f86383383424395f3.m,0.0805378
5a4224b685d6a60e23d158dd4154d2.m,0.0345255
65df3708b98fdd1d989b85669fe8cc.m,0.0551437
c5fb9f214dbcb270682c6b8b1df378.m,0.0054897
9c2b2375ec800fd8ec4e3238207249.m,0.0228545
79e89c9e7410662d1aaebf6f19e24a.m,0.0080486
7f4db641f84b3d7b146e8202f948c5.m,0.0359012
14b8f8f531772f94a2c29a030e3703.m,0.0381006
69a9a09af65c01166afb44940e407b.m,0.00832637
96ba73f69926cb0e4ec0618a7002ff.m,0.0170341
eafde264d8111cf330df822673a70a.m,0.0165309
a22fe12270f47e1d6744a0be32d7f9.m,0.0139826
b013b7f670870e0754f72f4dfa9639.m,0.00706066
6b390280834d162634558ef06799a8.m,0.007451
235a9763265598c247a571f783547f.m,0.0309552
1bfac5afad829b219b11dec86d894c.m,0.00606994
0913988277da792419b353fb7ea3ee.m,0.0114379
a3f9ac581317f94dc6d5744b6af98b.m,0.0222853
175b2a0ecb43db477e2c34d966aadc.m,0.0107958
e526e36af57e64527a62f0f05d04d8.m,0.00653539
0ced74444ca53ed0c03aabb07556a3.m,0.0110382
1c79dad07f19115eb9ac4a6c7826aa.m,0.0156308
cd40989f42ff38b21012ac24c5e236.m,0.166649
8b683d878bdcd7ad537bcc2d9057ca.m,0.125574
c7c3baeadd63f2218671d9c28ff6e5.m,0.026464
0cb8687258e2cc0d16488bd18faf52.m,0.0568309
07789a5773d7d07ba6665b825846e9.m,0.00714303
3555852e3beba9bb851ec5e2e7e213.m,0.0129608
8744d4f2a970d660c88eeb3e87e1d5.m,0.0086307
5dab3057260cd4229a60fa33a9a8d5.m,0.00762033
5e9a2e3277ff85a227673153e95820.m,0.0268869
9634f0423d178a7feb22ad6228dc96.m,0.00926638
5b2c9b12e1cdeac13f457b2ec504a9.m,0.0158666
b00d6cba655b905c317a889afc1ca1.m,0.0185211
7698e681ec823a3cc9e876bcfa6632.m,0.0067493
c6b596508fa26a4c3d18b7bb5d3bb6.m,0.00965957
d9c92efa2a83662334f792e37bd9f8.m,0.0426892
298671ae57506740c9af55f004a044.m,0.0647719
04c17c43118956510ecda624ffa9cb.m,0.0104403
b4bc4a1da8f5a22d5cce7de60f16b6.m,0.0373733
5dcab20a0f1402d5045d3612341822.m,0.00828856
ee514ca3927eb9fee78d63c7f99c19.m,0.00663879
f6b6cd6c43f76a7806c1fb3de2fd84.m,0.00623042
7cfbbf3e0d12edb132181c0cbc8d1b.m,0.00737467
9a6998415832cdfa87a7a44969a872.m,0.0116642
5ad11918258d5b945bf8b258643e12.m,0.0471292
6ecdd77b8ab89c86933c42182b4518.m,0.0238647
1695609269b8e4a3822193766c6a56.m,0.00889395
77288a25910de2792c8060cc3ed443.m,0.0111054
5fd9e2c3c3c52eeb2c9bff9513044b.m,0.0394926
c8f17e3d3232641e05c574b8fc078d.m,0.0071378
2ed3b8582eaa7adb635dc23b6e1048.m,0.0224016
42c44f649878c3c3009ea102950ddc.m,0.0480438
6b41de3281d7a5666784081591cbc0.m,0.0413947
afc7c26cc9595aaed2a3e030b6edf5.m,0.0140231
65f396cf932630ca3c3a458b760806.m,0.00921149
8ba71f7c5d3ae8ae5a61f9fa81038d.m,0.00863997
3992b11cf244de908ed74f116f89c5.m,0.0244895
bbcdd05f0b4929beac936a38c621ac.m,0.0150169
b2bb3f7141bf7ace56b2d8d8d24dc6.m,0.00908816
59e95ceb6def4752b320bb42037ddb.m,0.00607546
133604fb18bbe4d838ece90e6262af.m,0.00679468
29eeefca217316104dfdb716a95786.m,0.0340449
346f1faef8ab2b4e9c27192ec6cae5.m,0.0451908
05f393497dcd525d796a13913d23ec.m,0.0427242
5b5524c8d766f597b398d55b89e89b.m,0.0247319
b0fce65abac71f722b1a14571c8be2.m,0.0404321
a48fd178d5bf2b3dd64dd84e8d17ed.m,0.00650767
0e4f1212a117d4e5efdc107a1a8276.m,0.00667218
f2bece8cfe83b43f8ff0eeaa3d7370.m,0.00642322
1553690350044304a69cf1bf73b00f.m,0.0117013
49f16812c0d4a45e29d5f3cbaff7f8.m,0.0453056
d10cfc84a11cc39e6ba0009a8461f9.m,0.0095822
80402fe0f26420ae352ef8c9b45db7.m,0.00909336
fe536a2af76d39c6e6eff9cd62ac45.m,0.019345
98b9825010a761606b887b0ca44efe.m,0.00627466
19e18d677322a6ddecc6910a722343.m,0.0184461
0a8c13b4ec7c566ee30e5fb90f87a1.m,0.00851782
63572f88701953fe3d6438b34c45c0.m,0.00887815
3ad44d4a4fd484516fa01c15a9981e.m,0.302536
9a6c39426c994076e8dc5cffeee02f.m,0.0110276
f10b7bdb6a5092f07771d4dff3ac93.m,0.0187235
96e73bb021fccbe7ad81a540ba15b8.m,0.0171638
ee778b3673e46b355b5cd37de394a3.m,0.00731989
911e4ebab79e3cb85ed8f211a80637.m,0.0455147
7d2583cfa307b510da803281758fac.m,0.0746707
4a0b20cc856ae66488da8b820d615e.m,0.0598421
e8a280dbb90c015aec4a984b755d79.m,0.0673055
dfaab9385e8634a6f1d777c5fc21f6.m,0.0246827
25082fb770bd85d4dd5f2b885759f6.m,0.0385117
3534b9d3aea8234166796392985a9e.m,0.0301733
4ad24ebc619700ebd5918b78c394b2.m,0.0367489
dcf608585d7d25f8d94cb7735d5a01.m,0.00946571
71541f4c7ac9eca09fa4fd1a2534a1.m,0.0651128
44c098b8d6350fc943279379f9bfd9.m,0.0120742
720863723bcd060f8525f996333dfe.m,0.0112019
